Genes	D:\data\Ksyusha\dia_17.11.21\ost_d8_cont_Slot1-25_1_2486.d	D:\data\Ksyusha\dia_17.11.21\ost_d8_dif_Slot1-27_1_2500.d	D:\data\Ksyusha\dia_17.11.21\ost_d9_cont_Slot1-36_1_2498.d	D:\data\Ksyusha\dia_17.11.21\ost_d9_dif_Slot1-42_1_2497.d	D:\data\Ksyusha\dia_17.11.21\ost_d11_cont_Slot1-41_1_2482.d	D:\data\Ksyusha\dia_17.11.21\ost_d11_dif_Slot1-33_1_2484.d	D:\data\Ksyusha\dia_17.11.21\ost_d12_cont_Slot1-21_1_2488.d	D:\data\Ksyusha\dia_17.11.21\ost_d12_dif_Slot1-38_1_2478.d	D:\data\Ksyusha\dia_17.11.21\ost_d20_cont_Slot1-37_1_2491.d	D:\data\Ksyusha\dia_17.11.21\ost_d20_dif_Slot1-30_1_2495.d	D:\data\Ksyusha\dia_17.11.21\ost_d22_cont_Slot1-20_1_2493.d	D:\data\Ksyusha\dia_17.11.21\ost_d22_dif_Slot1-32_1_2480.d	D:\data\Ksyusha\dia_17.11.21\vic_213_cont_Slot1-29_1_2489.d	D:\data\Ksyusha\dia_17.11.21\vic_213_dif_Slot1-35_1_2494.d	D:\data\Ksyusha\dia_17.11.21\vic_426_cont_Slot1-19_1_2487.d	D:\data\Ksyusha\dia_17.11.21\vic_426_dif_Slot1-26_1_2492.d	D:\data\Ksyusha\dia_17.11.21\vic_431_cont_Slot1-24_1_2481.d	D:\data\Ksyusha\dia_17.11.21\vic_431_dif_Slot1-31_1_2483.d	D:\data\Ksyusha\dia_17.11.21\vic_432_cont_Slot1-22_1_2479.d	D:\data\Ksyusha\dia_17.11.21\vic_432_dif_Slot1-39_1_2496.d	D:\data\Ksyusha\dia_17.11.21\vic_482_cont_Slot1-40_1_2485.d	D:\data\Ksyusha\dia_17.11.21\vic_482_dif_Slot1-23_1_2499.d	D:\data\Ksyusha\dia_17.11.21\vic_494_cont_Slot1-34_1_2490.d	D:\data\Ksyusha\dia_17.11.21\vic_494_dif_Slot1-28_1_2477.d
CREG1	34651.1	24314.6	28575.8	31636.3	27413.4	18110.7	32597.3	28110	28615.4	38676.2	39312.9	31930.1	49137.8	53841.1	31071.4	54459	37094.6	40480.7	29667.4	34000.4	33631.4	39268.1	47431.2	60059.1
CRELD1	4759.19	3301.76	5090.77	3508.36	6186.93	5596.13	4653.05	2301.09	6234.64	7274.27	4078.73	3844.2	3356.42	2950.51	5327.33	6808.96	7951.95	4479.75	9861.65	10195.8	3714.42	4735.8	5367.8	8035.42
CRELD2	2988.1	3572.83	4253.33	2135.13	5813.74	3392.39	3081.64	3541.07	2799.98	1848.38	3969.21	3836.58	2811.96	4381.21	3679.06	3798.61	3779.55	2363.71	4758.47	2069	4907.53	5113.17	3436.94	4757.04
CRIM1	5767.28	2949.6	5434.55	2359.83	5017.74	5621.15	2917.65	2410.64	8978.48	3932.34	4035.93	2623.61	5051.2	2212.48	10380.2	1394.91	4683.24	1896.43	10190.2	2130.33	5684.82	3665.35	7274.52	2468.17
CRIP1	17815.6	14153.6	28865.4	30049.8	16359.5	11810.9	8421.66	4824.6	31997.2	28682.8	10663.6	15565.9	1539.73	2062.17	1244.43	2737.16	3486.61	3471.83	1936.17	2989.52	9041.09	14574.7	4078.8	3169.26
CRIP2	63746.4	51252.4	61006	41169.6	24940.8	33764.9	26738.9	33189.8	57632.2	47819	34709.5	48414.1	31893.8	85953.5	29708.7	82711.4	42156.7	73012.7	40621.7	77339.4	34517.4	87743.9	87155.8	88763.1
CRISPLD1	2338.5	489.654	1419.74	1944	828.458	424.234	187.505	932.039	1335.84	200.257	1012.08		428.231		715.417						983.374	252.939	1045.14	255.263
CRISPLD2	1421.63	1159.69	2190.34	1604.82	1170.44	1242.13	610.641	794.057	3779.38	1497.19	375.693	818.685	916.746											389.69
CRK	21119.4	23178.3	25729.7	24053.7	30151.6	28941.4	19242.5	22676	33576.6	37204	24818.8	30167.8	19371.6	29152.9	22631.6	36321.8	32359.8	49376.7	31407.5	35353.9	25063.4	28641.2	30901.1	31554.7
CRKL	11754.8	11480.4	7792.37	13805	13132.5	13268	10667.8	8822.89	9856.45	13122.8	13691.2	7940.65	8454.01	16050.1	13091.1	13305.9	9729.13	16945.8	12578.8	14575.4	14566.1	12041.6	13024.8	16131.1
CRLF1	773.745	1414.2	851.218	1705.82	914.831	1179.25	925.833	1214.57	766.804	1444.09	1008.79	3886.65	73.444	333.046	969.625	1068.42	998.299	832.725	490.339	832.904	942.246		816.614	1135.71
CRLF3	3923.19	2581.73	4401.1	5435.96	3160.4	4478.36	4181.98	4844.27	5275.65	4486.86	4359.69	5303.27	1152.01	4728.73	1689.59	3120.3	1745.1	5587.77	2807.63	3378.31	2078.96	4941.92	3187.6	2315.87
CRNKL1	774.243		614.49		2091.55	1159.77	1280.18	991.542	2119.76	1245.28	878.445	474.16	2687.34	1361.49	663.382		373.765		351.274		2279.2	1181.28	1721.8	2327.15
CROT	1675.39	1080.23	1634.45	754.199	1269.8	1302.14	1500.39	1249.56	850.353	1340.39	1396.65	1751.47	1272.91	1555.66	1105.42	1786.85	1636.88	1232.19	2553.05	2064.47	1613.69	3053.69	2322.07	5191.38
CRTAP	33038.5	43219.6	35577.9	27744.5	32720.2	24439.3	26390.6	18681	37868.1	43220.1	35389.1	34208.8	22532.9	24300	27127.3	21068.1	23669.9	15565.2	37487.9	16852.6	31682.3	31982	38747.8	34745.6
CRTAP;P3H4	439.141	1432.31			72.2283	484.065	455.751		781.505	1210.11	404.815		2180.59	74.1881	1150.47	367.717	744.68		1892.73	1215.04	1111.7	1149	1251.94	1874.82
CRTC1	1259.58	934.275	1989.21	2060.6	2114.65	1442.93	1304.41	2221.95	1175.73	1944.11	1771.58	1894.61	640.679	1432.55	511.005	616.129	2067.66	931.726	1209.05	1694.99	672.165	1566.5	970.865	1118.66
CRTC3	1891.74	1079.42	2064.46	1235.86	1006.57	1088.54	942.084	2225.17	1812.57	1187.59	2026.61	2245.32	1183.48	875.557	485.566		354.286		648.882		536.846	1055.47	957.624	1863.38
CRYAB	170654	506600	293387	398455	134112	319653	75532.6	285963	289441	583480	243820	650669	177369	214869	270638	636981	262191	553115	180772	276868	84062	225433	144433	184482
CRYBG1	1997.67	5266.36		4023.13	3019.26	5981.16	2348.57	5202.99	1203.42	3035.36	2923.28	3020.07	3184.41	3831.45		2434.94	1299.39			3240.97	2957.18	7183.04	2233.91	2331.87
CRYGC													9761.94	7573.45		9264.23	5608.53	2299.5			8231.73	3590.59	9362.35	6272.33
CRYL1	1322.57	2195.84	2115.14	881.378	1713.18	2025.94	1894.85	1974.95	1514.27	1083.3	3108.67	2555.15	2234.59	2448.12	2380.07	3391.72	2998.08	3768.16	2281.59	2777.32	1715.55	1873.86	2263.75	2319.43
CRYM-AS1	721.212	4176.92	2000.49	633.067	1305.74	4359.4		1060.24		5869.31	1056.85	4339.23												
CRYZ	25795.3	25043.9	16540.1	13054.1	19648.9	17258.6	20386.8	24599.8	35469.2	50611	33157.2	32205.5	24515.7	46316.4	13841.2	23055.7	12491.6	21432.1	13305.6	24782.4	19975.9	33644.3	21774	25136.7
CRYZL1	5501.73	4535.89	5294.1	4039.38	3820.81	5024.41	5638.44	4572.75	4881.96	4401.29	4485.27	4627.58	3894.8	4475.22	3686.91	3977.99	3191.54	5305.96	4763.62	5998.91	3041.19	4684.82	4329.58	4518.46
CS	67054.8	69934.6	90750.9	53790.3	92240.4	85324.5	72824	72311.8	96614.5	97365.9	103858	90212.9	91623.6	102545	78366.1	98968.9	86673.9	116210	69127.3	95173.3	84645.1	88724.8	71793.5	64637.9
CSDE1	18818.5	18939.5	19047.8	14883.9	24152.1	18161.3	19813.7	17723.9	26149.9	17284.7	18992.8	16690.6	16175.6	13938.2	17527.5	10593.5	15975.4	13994.9	23760.6	16312.4	19800.1	18948	20463.8	13526.5
CSE1L	14788.3	17208.9	13824	14362.1	16265.7	20005.6	18117.5	15421.9	17947	17999.4	17036	14785.9	15170	20133.5	10655.9	14709.9	13466.3	17847.3	17083.3	18885.3	16205.2	18892.7	14337.1	15144.2
CSF1	2146.79	2109.45	2721.4	2457.89	3431.65	1964.73	3765.15	3784.04	2187.65	1765.18	2596.38	2806.6	681.941	1967.66	747.156	1660.35	947.614	3097.16	808.769	1615.68	1957.59	1058.69	1285.13	1154.88
CSGALNACT1					2221.15		5163.58	1243.55			1715.49	704.046	2725.38	917.682	70.1255	312.652	885.091	931.999	789.167	879.74	1194.24	1404.96	1298.59	1060.64
CSGALNACT2	1467	2083.84	1233.05	1356.83	900.013	2451.46	2459.14	1971.46	759.591	980.442	1708.66	2324.47	1183.18	1505.02	1791.13	922.885	1246.25	654.176	1923.59	240.493	1632.37	2672.65	1335.62	1732.42
CSK	18033.1	17716.2	18908.4	19192.8	16153.8	21438.8	18448.3	18203.8	18597.7	20801	16940.4	19914.2	11737.2	15849.5	12952.5	14179.3	11671.4	16535.9	18762.1	17377.8	11474.3	12300.3	13399.9	15070
CSMD1		2415.41		1232.61		2523.57			6654.69			1166.47	5898.36	2690.67	4892.9	4836.37	5014.3			3833.28			6558.79	3661.2
CSNK1A1	4211.92	4595.38	4933.55	3702.5	3742.13	4036.05	4863.08	2989.05	5165.09	4603.74	5117.77	4070.02	7175.91	3238.92	4715.75	2034.04	3914.38	2080.39	5291.76	1575.63	6958.48	4444.44	6727.49	5633.21
CSNK1A1L	9583.53	7862.23	8392.46	4851.15	5551.42	7998.81	8460.4	7218.53	4836.47	3388.27	8873.42	6393.19	9394.61	6288.02	2318.1	1670.66	3569.53	3120.81	7463.65	3561.06	4229	5945.38	4756.81	5580.46
CSNK1D	704.936		877.616	81.3212	146.861	570.186		559.982	442.546	733.316	200.135	584.376	539.191	330.62	833.98		324.682		970.558	416.457	1255.91	590.537	992.223	812.268
CSNK1D;CSNK1E	2254.91	2014.89	1504.5	1884.74	1691.88	2319.06	1692.57	1792.34	1468.69	2735.97	1843.02	1914.66	2860.09	746.15	2140.29	1188.49	1650.8	518.7	2243.51	734.397	2104.53	2042.87	2729.92	2577.55
CSNK1G1	571.042	554.592	634.101	1301.46		806.522	679.687	917.544	1321.18	820.894	949.341	1015.44	87.4454	535.12	162.85		682.199	177.928	1056	180.359	356.463	1139.87	941.246	760.913
CSNK1G3	3799.24	3536.17	4286.62	3210.55	3155.29	3976.82	2533.12	4778.2	2946.2	3411.25	4115.27	3927.6	3151.9	2495.1	2259.67	1359.24	1716.41	1862.73	2697.68	2108.76	2697.84	3056.11	2972.26	3864.5
CSNK2A1	12756.9	8576.04	12373.1	10290.4	10614.6	10182.8	11240.9	11434.6	11800.4	8278.4	11067.7	9585.63	10028.7	3296.02	5920.66	1292.06	5995.51	3854.67	10376	5393.51	10747.1	13678.4	12168.1	10686.6
CSNK2A1;CSNK2A3	18633.7	13370.8	21580.3	16502.2	19712.8	18817	21523.7	16175.9	23694.1	15435.6	20542.7	17933.1	16404.6	4541.3	10961.1	4694.22	11710.5	5534.45	19770.1	10756.8	19580.1	22998.3	27997.2	20017.5
CSNK2A2	6396.67	5303.69	6553.15	4868.32	4005.58	5846.83	6603.82	6700.5	5461.41	5333.46	6933.03	5884.25	3851.59	2418.19	2858.07	1588.8	3152.66	2069.24	4822.56	2809.16	3592.89	5513.95	4559.13	5212.91
CSNK2B	5862.18	8482.07	9843.17	5221.05	13787.2	7571.25	6393.12	4181.54	12394.5	9739.06	10569.6	6302.9	15631.4	5077.21	19981.4	1969.37	10445.1	2733.14	11513.8	5454.13	24514.1	10165.2	14576.1	15762.7
CSPG4	29710.3	47871.8	30825.7	25260.1	62088.7	85613.5	89364.7	115698	54318	54892	51586.4	94776.1	20046	20933.6	10693.3	11067.4	11990.5	5562.94	6621.15	4955.71	29994.1	50793.9	10633.5	12577.5
CSRP1	234379	189086	294953	183822	75186.9	81434.5	60136.2	59560.1	249754	212220	154390	157234	47641.3	99195.9	75561.5	162271	124851	193880	93388.9	180589	59055.4	127093	109594	110269
CSRP2	16603.9	17111.2	12179	10060.5	7584.05	11992.3	3225.87	6087.64	22780	26659.3	15039.5	21101.8	28097.1	39717.3	29609.7	69657.5	21965.6	35913.2	28482.5	34149	13875.1	27515	33071	41913.4
CST3	1762.86	27117.6	16748.6	27784	27309.8	24266.5	13006.4	17838.8	21671.7	26972.7	27394.1	24504.9	14189.5	22400.6	16061.2	26709.3	24037.4	17379.3	26430.4	15823.4	18160.1	47761.8	12718.5	22775.9
CSTB	29062.5	38712.7	42434.5	41044.6	99052.3	39581.3	51134	38302.2	67553.1	61827.6	94936.5	61674.9	46597.4	45093.9	55321.1	99060.3	46239.6	52164.3	40322.6	41603.8	55763.7	53939.4	66382.1	67495.1
CSTF1	4721.21	3671.56	3841.04	4567.09	7310.7	4630.45	6449.77	4499.74	4765.3	3096.31	5413.97	3042.28	4128.33	7029.29	2011.86	2142.3	618.48	3645.26	1236.72	2783.92	3646.07	4774.73	5514.7	5088.05
CSTF2	7928.62	3693.69	4529.95	3536.5	16647.8	9650.44	9763.03	10787.8	7344.27	5757.71	8666.35	8286.74	5476.8	7633.51	1431.47	3695.38		4681.83	1890.56	4226.65	7832.61	8208.56	10198	7468.43
CSTF2T	2359.38	1005.45	1543.85	1985.56	3810.85	2994.51	2444.15	2492.04	2903.71	2044.93	2211.31	2202.84	3057.98	2497.08	2043.07	1555.51	1478.37	1213.56	1792.41	1069.34	3380.11	2960.79	3018.73	2815.17
CSTF3	3273.15	1887.65	2921.13	1937.97	3046.66	3544.7	2892.02	3610.32	2759.92	2186.16	2978.45	2660.34	2530	3305.84		1642.72	612.415	1679.57	396.373	920.981	3000.37	3210.38	3087.53	3246.09
CTBP1	3456.73	3533.11	3676	2730.38	6124.03	4089.56	5215.87	5203.5	6170.65	3043.94	5034.51	4435.88	7167.54	3841.22	3178.48	2659.48	4258.99	3029.5	4122.39	3518.4	4068.52	4659.5	4527.61	6240.78
CTBP2	6656.68	5986.62	6314.35	5090.24	9704.72	6737.73	6581.99	4733.5	5389.92	4513.29	6137.49	4570.08	8088.67	6240.89	4001.35	2519.05	4431.99	4084.48	4657.83	4613.23	7234.56	5868	5708.13	6557.83
CTBS	1870.92	675.946	2293.37	2510.82	1569.46	1479.01	3421.88	1591.14	1541.3	818.863	2844.31	2221.01	985.314	3467.88	1758.64	1163.32	2675.91	2503.01	1342.23	2140.83	1390.38	2311.32	1608.65	2123.41
CTCF	1691.11	767.887	1689.68	739.595	2261.66	1097.56	2983.96	3133.1	1993.65	524.044	2488.57	1843.89	1804.64	1582.64					925.788		2019.97	1187.7	1648.32	995.21
CTDP1	2257.82	1051.22	1958.94	1253.27	2941.64	2351.05	2100.62	1931.66	1851.51	1614.06	1932.57	1207.24	1494.03	414.153	1442.32		798.082	519.363	1802.8	816.606	1142.66	1598.13	1865.71	1490.21
CTDSP1	2312.04	2519.03	1613.25	2679.89	1285.27	1646.82	2434.68	2947.04	1799.21	1287.13	1765.46	2149.31	292.795	1282.61	394.122	738.403	751.788	1028.86	829.005	817.296	683.307	1645.15	933.331	650.524
CTDSP2	1704.42	353.927	1026.7	1137.57	1140.73	2257.36	949.109	700.396	1215	974.521	902.489	1474.61	646.085	833.13			230.618	390.088	761.907	498.443		126.325	586.486	849.189
CTDSPL	1574.72	2030.24	1993.75	1533.57	1973.15	3804.47	1236.95	2394.74	3014.17	3003.28	361.833	2944.81	2034.05	2502.53	1485.4		2403.18	2664.24	2122.6	2720.18	895.341	3379.75		2529.79
CTF1	862.081	438.515	555.279	799.453	1027.25	993.172	1378.06	705.37	735.9	439.794	1020.48	433.804	469.138	394.982	338.397	117.188	190.621	941.474	628.184	460.481	8.83749	623.495	224.27	499.562
CTH	4970.64	4561.52	2279.03	6222.34	1893.75	1723.1	2178.54	796.042	3071.6	3122.55	1808.15	2259.69	3675.07	2625.35	5654.64	4777.9	5596.99	7838.47	5136.47	11478	4501.38	2683.44	6688.38	2602.45
CTHRC1	20621.1	31223.5	25225	15582.8	24060.8	18142.2	5981.99	5893.91	31659.5	60886.8	29746.6	7192.11	18091.7	8606.02	13851.6	7239.57	5262.01	2404.65	1553.02	2029.48	12784.5	54416.5	2966.63	31262.1
CTIF	3821.95	3214.86	4306.94	2824.1	4926.77	3043.71	3537.35	3528.29	4805.32	3481.69	2712.32	4100.4	3057.4	5398.34	5497.7	5118.88	6347.43	5351.95	5477.13	5049.6	3737.01	5419.62	5002.07	7535.91
CTNNA1	33180.6	26891	35746.1	20686.6	26511.7	30865.2	24366.4	24684.1	38028.3	29466.4	31389.7	32308.5	23550.8	24191	28316	16279.2	29983	22409.1	38874.7	31572.2	28411.1	39181.6	35745	37420.1
CTNNA2		2388.56	6470.37		8026.25	3884.12	2144.75	2059.58	9373.92	7248.47	5486.63	4374.37	10559.8	2793.26	9793.62	2426.05	8776.96	1732.97	10142.4		13342.4		11168.3	9739.62
CTNNAL1		62.7972	498.472	430.286		364.065	501.176	951.363	470.037	514.378	1384.86	1210.93	699.023	595.333	590.569		232.794		620.301	347.664	402.382	884.18	490.424	957.84
CTNNB1	19885.5	19935.5	24534.5	13341.3	16608.8	20682.4	13407.8	15225.1	26763.3	24581.8	21148.4	19764.8	15522.8	15929.3	15277.5	11838.2	24240.4	16172	22915.6	20315	20911.3	26125.8	19138.5	26671
CTNNBL1	21573.3	10206.5	15205.7	9768.85	20659.1	18709.5	23338.6	18999.9	16517.6	9567.55	15643.9	14861.3	12472.3	14480.3	4245.29	1687.65	3650.36	4105.65	6053.38	7892.89	12021.9	20017.5	16165	14924.6
CTNND1	32302.5	24539.1	33955.8	23540.1	27685.6	29849.5	21816.5	20683.4	37194	29781.2	28719.1	29514.6	21970.8	21451	24812.7	17022.1	36380.3	23323.5	28069.8	25865.5	17149.4	29991.1	24532.8	41377.7
CTNND2;PKP4	563.376	147.048	351.651	345.673	410.425	738.881		284.034	1416.02	425.528	1203.44	201.1	1637.35	384.465	218.229		176.829		256.21	114.689	412.637	575.753		1157.62
CTPS1	27933.8	25241.8	24512.1	24965.4	21415.9	26371.3	14911	17755.6	32711.7	29043.5	22474.7	25974.4	12801.6	7183.21	19019.4	10221.2	20087.2	20181.4	34726.1	65368.6	15470	19329.9	20471.2	27404.9
CTPS2	5791.81	5185.11	4908.73	4662.52	4991.56	5373.9	4415.87	4871.83	4275.32	5054.49	4674.65	5259.23	4373.99	4903.57	2690.85	2508.34	3266.34	3025.09	4147.23	5097.43	2962.14	3345.9	4013.77	5006.87
CTR9	1040.87	973.926	1273.67	847.681	1011.72	878.667	1295.06	1150.94	665.22	716.782	655.233	1840.98	999.752				558.901		790.151		1290.39	1573.57	1736.53	936.997
CTSA	31947.1	23192.3	28627.5	27837.3	26208.3	23333.7	42696.4	31066.5	24866.1	24945.4	28225.1	25618.7	33325.7	49008.3	20112.7	32810.6	22500.3	31249.4	21918.9	35204.3	25636.5	42557.9	37648.8	39400.3
CTSB	268372	193901	261088	219140	190515	197334	193259	209108	193912	224353	318556	307780	187794	433386	155842	257417	156089	211192	165281	242821	156415	317426	202860	287691
CTSC	1581.13		497.152	1276.21	4159.29		3930.81	1117.32		912.878		1193.86	3709.01	10828.3	5298.82	7957.26	15504.7	17046.1	13798.5	13789.7	5515.61	7706.05	9524.27	11276.2
CTSD	431369	332402	576713	265804	482413	358026	401506	326077	571187	571451	581379	467002	528202	465792	755904	886503	736942	547917	446191	501799	523781	463802	672500	683719
CTSF	1851.94	813.983	1340.52	1162.66	1426.54	1060.12	959.187	1011.04		338.238	1379.59	1108.4	601.358	1895.6	1124.39	765.815	918.222	1511.94	1499.99	3278.42	594.235	2239.04	1954.31	3275.41
CTSH												221.073		365.31				416.327		803.348			392.338	
CTSK	14523.5	6820.09	9967.75	5646.59	16420.7	36050.1	10866.9	21197.5	7961.39	20841.3	24785.4	14929.5	5383.54	3961.71	7839.22	4370.83	4592.14		7072.97	2798.85	3526.5	1345.46	2329.6	815.724
CTSL	22340	13115.4	22757.9	15699.5	49762.2	27346.3	47946.3	23660.6	26338.9	15951.5	41835.6	20941.5	30775.7	17380.6	16247.1	10883.9	14522.9	6667.61	12388.9	12086.5	30527.3	24580.5	37121	23099
CTSS	4518.54	1378.38	5151.2	1128.46	1723.59	1246.13	1923.32	1860.12	1790.36	1162.58	3586.74	1885.19	946.556	1098.28	1497.71	3240.22	1233.79	1253.14	1193.38	1075.26	1371.06	460.603	1038.6	1333.4
CTSV	579.036		518.992		1123.62	442.907	510.241		369.467		245.573	207.362	404.71		726.804	1261.68	785.147	139.163	984.207		188.895			
CTSZ	8978.66	5292.51	11304.1	6424.15	9087.12	3730.34	7714.34	4989.11	12412.6	6191.04	8042.78	3812.16	9502.36	10099.8	23379.6	23629.1	59808.9	23078.8	27427.3	45892.9	12659.9	27345	20227.2	25986.4
CTTN	52967	47972.7	62245.7	44479	61059.2	64797.9	44067.8	56743.4	64056.7	58276.1	56465	62392.7	53190.8	47148.6	48645	35906.7	56965.7	33925.2	49672.1	34273.5	47032.3	53588.8	56895.2	64276.6
CTTNBP2NL	4459.51	2930.25	3859.96	2884.93	3173.56	3463.83	3854.55	3045.02	3173.28	2479.28	3547.9	3726.5	2425.3	2606.56	2162.92	3023.04	2965	3108.68	3938.69	3138.88	2704.06	3160.44	3113.36	3268.55
CTU1	1253.28	760.524	599.645	931.077	538.345	828.631	2094.32	588.077	455.115	624.311		818.198	497.001	1161.14				1410.04		1220.53		393.42	209.799	661.035
CTU2	874.291	1181.17	978.274	845.928	1070.53	1036.21	1853.52	1241.06	889.71	705.955	609.766	855.686	1114.64	2106.41	478.056	704.212	837.691	797.823	606.17	824.14	1369.84	724.953	1160.21	889.415
CUEDC1	939.729	2453.72	1437.41	1554.27	1223.47	1143.57	1040.19	806.387	996.585	880.166	1183.58	1022.52	845.803		820.009		776.889		1498.7		1027.65	1171.6	399.966	653.908
CUL1	7741.12	7869.55	8954.81	8545.62	7618.3	8533.78	8480.58	7765.14	8851.85	7648.14	9556.23	8504.59	6724.44	7913.65	5801.13	7132.72	6564.65	8430.95	7868.73	8042.61	6375.06	6894.75	7904.44	8279.65
CUL2	7275.57	6520.93	8027.72	6961.1	6594.67	7501.36	7556.28	6244.96	8001.19	7854.7	9811.78	6818.9	7585.01	8436.58	5885.13	6922.54	6770.99	7775.59	6346.99	7993.82	7960.03	7127.58	7267.87	8837.89
CUL3	11021	10082.1	10940.4	10739.7	7592.51	10454.3	9018.01	10556.8	10859.7	11599.7	9621.6	12180.2	7993.85	12457	8310.65	9021.53	8576.21	12361	9179.78	10916.9	7076.03	11491.8	10677.6	11721.5
CUL4A	4984.35	4436.14	4682.46	5724.42	5188.44	6753.18	5856.4	6515.81	4487.68	4734.44	5130.89	6102.35	4031.76	3546.46	2941.53	2663.54	3374.86	3214	5055.38	4214.1	3457.06	5107.45	3769.62	4614.49
CUL4A;CUL4B	9561.19	7648.77	8864.91	7841.58	9865.1	9812.04	10663	7976.58	7978.74	8900.37	10163.8	8139.71	8396.93	13600.5	7327.94	14272.7	7755.3	13152.2	9408.18	19341.3	12450.1	12545.9	8669.9	10376.9
CUL4B	13511.1	13379.3	14981.4	18125.1	20844.7	19400.5	17247.5	15074.5	13155.4	12627.3	20223	15037	13553.1	19859.4	9779.13	20998.4	12599.6	21017.7	15534.8	26479.1	19725.1	25643.9	20399.5	24204.5
CUL5	5594.57	5767.79	6747.29	4984.86	3933.32	5236.65	4353.2	6116.85	5956.8	7263.79	6751.55	7087.6	4871.08	7162.94	5396.25	8495.28	5558.39	8594.83	6092.95	8869.43	4223.88	5244.47	4134.98	7025.79
CUL7	3288.5	3030.67	3003.32	3705.31	2022.93	2866.85	3495.4	3400.16	1844.07	2055.78	2876.86	2706.26	2575.63	1000.47	1616.43	602.226	1950.58	1456.27	3277.91	1220.64	2038.15	2242.06	2560.93	3833.08
CUSTOS	1213.92		1017.69		1007.2	434.088	1863.57	615.525	1259.63		817.149	522.418	950.57		124.275		192.98		370.167		1106.47	745.814	685.518	491.079
CUTA	39663.9	27177	38422.1	30699.1	45816.6	31929.2	27287.9	25737.5	44801.2	26830.1	50226.8	35078.3	34352.9	35788.2	46245.6	53257.1	47302.9	38715.8	43040.3	31957.8	37709.9	30590.8	36601.5	37368.5
CUTC	1367.03	1067.09	1507.51	1960.75	2777.8	1647.57	1800.22	2180.61	1023.29	1190.7	1538.8	2456.52	1295.1	1919.12	890.44	1174.72	878.746	1750.77	1433.97	1384.71	1636.74	1763.22	677.9	1419.2
CUX1	1524.53	1188.09	1418.29	1284.56	2006.74	2161.12	1044.82	1537.76	2193.14	1021.07	1995.44	1304.91	1087.17	1235.85	1846.64	1121.12	1561.43	797.1	1643.3	1077.22	1323.62	1915.55	1952.16	2003.49
CWC15	858.967	1483.23	1418.73	266.561	1985.58	1149.09	1873.79	1483.23	1189.16	271.822	1427.88	1188.77	606.932	806.379			233.54		545.226		1187.64	1757.69	1100.2	1429.49
CWC22	1541.18	2702.69	804.515	2825.71	1006.56	1360.51	1404.83	1346.16	867.113	583.248	1655.68	980.074	1364.05	1630.8			628.443	2029.42	1216.35	1121.71	477.152	600.09	1671.22	1852.27
CWC25	3869.85		8438.48			5155.17	7037.57	4217.29		6434.03				4003.25	588.466		2398.3	4382.44		2703.21	2054.4		2946.01	
CWC27	459.547	340.547	788.636	409.219	1850.68	1456.61	1443.84	893.613	866.077	974.681	705.383	931.756	821.271	888.741	1332.2	509.843	977.666	477.549	1267.62	480.274	1177.43	875.714	543.886	1118.38
CWF19L1	2921.02	3218.3	3577.75	4190.46	3140.79	2280.88	4151.45	4313.31	2365.36	2013.33	2064.76	2342.62	2450.98	3367.58	1843.88	2753.8		2629.25	1930.75	2907.99	2743.53	3205.26	3102.05	2865.81
CXCL12	15612.7	1443.76	10759		11116.8	1722.49	6772.46		19644.5	912.316	11173.8		15867.3	4522.69			8136.34				9180.62	1968.66	12618.1	3722.83
CXorf38	1491.38	834.218	653.142	888.82	983.376	873.2		327.471	958.864	950.77	559.835	430.41	308.18	895.067	646.684	1048.35	752.678	650.306			560.754	897.048	881.86	585.858
CYB561D2	1889.13	5109.36	2237.11	4209.88	1414.95	3565.55	1297.41	2771.36	2437.76	1644.79	1688.02	3187.6	1427.2	2198.14	1133.46	2724.79	1911.68	3522.85	2349.46	2313.64	936.843	2261.88	963.28	1116.66
CYB5A	17204.4	49985.9	22617.4	34440	24737.7	30709	15433.4	28572.4	27430.9	46112.1	20638.4	35153.6	12153	45581.7	12509.8	38819.6	22224.3	33498.5	13447.1	24346.3	17203.9	39634.4	16230.4	24085
CYB5B	16221.4	43223.6	18407.8	47810.9	11255	11900.5	15742.8	12727.4	14427.8	42501.3	13628.2	12946.1	32239.6	80293.3	11631.1	32126.7	31903.1	24242.3	5216.26	27435.4	15522.9	19200.3	17004.9	15782.6
CYB5R1	13251.3	15102.1	15955.9	22864.1	5793.57	10535	8246.49	11965.6	13196.9	18740.3	13773.2	16834.1	11489.7	17260	18021.4	30622.7	19177.1	31350	18885.8	38223	7649.23	12423.8	12270.5	16174.1
CYB5R2	2650.28	3248.44	3352.93	4231.29	6138.5	6528.65	4716.51	6552.49	3016.38	3900.36	3994.28	4084.91	3596.35	4703.74	1704.75	4271.03	2411.18	5173.77	4024.65	6109.77	2101.97	3574.46	3676.25	5304.11
CYB5R3	92860.1	93309.7	92015.7	85524.6	54086.9	87095.2	82217.4	99569.6	93966.8	143908	91030.9	104581	98500.4	124698	82764.6	138055	83784.8	133652	63306.1	140704	78645.7	124658	80412.2	111899
CYBA	372.395	729.994	280.744	501.105	611.701	238.441	588.551	689.767	287.639		316.629	388.635	351.769	325.316	119.066	603.884		503.976	391.374	525.191		746.546		293.941
